,code,list_date,lot_size,mkt_cap,offer_range,list_price,oversub,amtforone,hit_rate,cur_price,day1_perform,offer_period,list_market,industry,bkgd,hk_offer_shares,sponsor,sponsor1,sponsor2,sponsor3,sponsor4,sponsor5,offer_shares,offer_percent,lots_for_one,flow_cap,full_cap,sub_multiple,get_1lot_percent,HSBC Corporate Finance (Hong Kong) Limited,J.P. Morgan Securities (Far East) Limited,Merrill Lynch Far East Limited,RaffAello Capital Limited,UBS Securities Hong Kong Limited,中信建投(國際)融資有限公司,中信里昂證券資本市場有限公司,中國光大融資有限公司,中國國際金融香港證券有限公司,中國泛海企業融資有限公司,中國銀河國際證券(香港)有限公司,中州國際融資有限公司,中毅資本有限公司,中銀國際亞洲有限公司,交銀國際(亞洲)有限公司,信達國際融資有限公司,光銀國際資本有限公司,八方金融有限公司,凱基金融亞洲有限公司,創僑國際有限公司,創越融資有限公司,創陞融資有限公司,力高企業融資有限公司,卓亞（企業融資）有限公司,南華融資有限公司,博思融資有限公司,同人融資有限公司,國信證券(香港)融資有限公司,國元融資(香港)有限公司,國泰君安融資有限公司,均富融資有限公司,域高融資有限公司,大有融資有限公司,天泰金融服務有限公司,天財資本國際有限公司,天達融資亞洲有限公司,安信融資(香港)有限公司,富強金融資本有限公司,富比資本有限公司,實德新源資本有限公司,工銀國際融資有限公司,廣發融資(香港)有限公司,建泉融資有限公司,建銀國際金融有限公司,德健融資有限公司,德意志證券亞洲有限公司,招商證券(香港)有限公司,招銀國際融資有限公司,摩根士丹利亞洲有限公司,摩根大通證券(遠東)有限公司,新百利融資有限公司,星展亞洲融資有限公司,智富融資有限公司,東方融資(香港)有限公司,東興證券(香港)有限公司,民銀資本有限公司,法國巴黎證券(亞洲)有限公司,浦銀國際融資有限公司,浩德融資有限公司,海通國際資本有限公司,滙富融資有限公司,瑞士信貸(香港)有限公司,申萬宏源融資(香港)有限公司,竤信國際有限公司,第一上海融資有限公司,紅日資本有限公司,絡繹資本有限公司,耀盛資本有限公司,脈搏資本有限公司,興業金融融資有限公司,興證國際融資有限公司,花旗環球金融亞洲有限公司,英皇融資有限公司,英高財務顧問有限公司,茂宸環球資本有限公司,華泰金融控股(香港)有限公司,華邦融資有限公司,華高和昇財務顧問有限公司,西證(香港)融資有限公司,豐盛融資有限公司,農銀國際融資有限公司,野村國際(香港)有限公司,金利豐財務顧問有限公司,銀河—聯昌證券(香港)有限公司,鎧盛資本有限公司,長江證券融資(香港)有限公司,長雄證券有限公司,香江資本有限公司,高盛(亞洲)有限責任公司,麥格理資本股份有限公司,鼎珮證券有限公司,TUS Corporate Finance Limited,中泰國際融資有限公司,國金證券(香港)有限公司,上銀國際有限公司,富瑞金融集團香港有限公司,Credit Suisse (Hong Kong) Limited,復星恆利證券有限公司,day1_performance
95,HK.02230,2019/05/21,5000,8.96-10.56,0.45-0.53,0.450,14.8,5手,60.0%,0.175,-31.111%,2019/04/30 - 2019/05/07,香港聯合交易所有限公司 (主板),出版傳媒,其他,"149,400,000 (30%)",國泰君安融資有限公司、,國泰君安融資有限公司,,,,,149400000.0,30.0,5,224100000.0,896603773.5849056,15.8,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.111
96,HK.01832,2019/05/16,1000,12.74-16.13,3.54-4.48,3.540,0.2,1手,100.0%,2.000,-2.260%,2019/04/30 - 2019/05/07,香港聯合交易所有限公司 (主板),旅遊及觀光,其他,"9,000,000(10%)",交銀國際(亞洲)有限公司、,交銀國際(亞洲)有限公司,,,,,9000000.0,10.0,1,318600000.0,1274558035.7142854,1.2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.26
97,HK.02346,2019/05/16,2000,5.00-6.10,1.00-1.22,1.000,10.4,10手,50.0%,1.940,+11.000%,2019/04/30 - 2019/05/06,香港聯合交易所有限公司 (主板),工業用品,其他,"25,000,000 (20%)",西證(香港)融資有限公司、,西證(香港)融資有限公司,,,,,25000000.0,20.0,10,125000000.0,500000000.0,11.4,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
98,HK.01903,2019/05/10,2000,5.90-6.90,1.18-1.38,1.180,0.2,1手,100.0%,1.100,+4.237%,2019/04/25 - 2019/04/30,香港聯合交易所有限公司 (主板),基建,其他,"62,500,000(50%)",同人融資有限公司、,同人融資有限公司,,,,,62500000.0,50.0,1,147500000.0,590000000.0,1.2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.237
99,HK.01873,2019/05/09,500,51.30-66.15,3.42-4.41,4.410,105.9,1手,100.0%,4.310,+0.227%,2019/04/25 - 2019/04/30,香港聯合交易所有限公司 (主板),生物科技,其他,"172,500,000 (50%)",中國國際金融香港證券有限公司、,中國國際金融香港證券有限公司,,,,,172500000.0,50.0,1,1521450000.0,6615000000.000001,106.9,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227
100,HK.01857,2019/05/08,1000,83.12-120.93,2.99-4.35,2.990,1.4,1手,100.0%,1.810,-11.371%,2019/04/24 - 2019/04/29,香港聯合交易所有限公司 (主板),水務供應,其他,"10,398,000 (10%)",中國光大融資有限公司、中國國際金融香港證券有限公司、,中國光大融資有限公司,中國國際金融香港證券有限公司,,,,10398000.0,10.0,1,310900200.0,8312200000.000001,2.4,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.371
101,HK.01753,2019/05/07,400,66.67-90.00,6.00-8.10,6.000,6.7,1手,100.0%,4.780,+0.167%,2019/04/24 - 2019/04/29,香港聯合交易所有限公司 (主板),電子商貿及互聯網服務,其他,"11,111,200 (10%)",HSBC Corporate Finance (Hong Kong) Limited、招銀國際融資有限公司、,HSBC Corporate Finance (Hong Kong) Limited,招銀國際融資有限公司,,,,11111200.0,10.0,1,666672000.0,6666666666.666666,7.7,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167
102,HK.08635,2019/05/02,4000,2.12-2.68,0.53-0.67,0.530,100.3,125手,15.0%,0.123,+37.736%,2019/04/15 - 2019/04/18,香港聯合交易所有限公司 (創業板),系統開發及信息科技顧問,其他,"18,596,000 (18.6%)",東興證券(香港)有限公司、,東興證券(香港)有限公司,,,,,18596000.0,18.6,125,52988602.15053763,212000000.0,101.3,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.736
103,HK.01780,2019/04/30,2500,5.21-6.57,0.84-1.06,0.840,10.3,7手,30.0%,0.720,+5.952%,2019/04/15 - 2019/04/18,香港聯合交易所有限公司 (主板),建築及裝修,其他,"31,000,000 (20%)",均富融資有限公司、,均富融資有限公司,,,,,31000000.0,20.0,7,130200000.0,520641509.4339622,11.3,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.952
104,HK.01906,2019/04/26,5000,5.52-7.20,0.46-0.60,0.580,94.9,40手,50.0%,0.640,0.000%,2019/04/12 - 2019/04/17,香港聯合交易所有限公司 (主板),服裝,其他,"120,000,000 (40%)",創陞融資有限公司、,創陞融資有限公司,,,,,120000000.0,40.0,40,174000000.0,695999999.9999999,95.9,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,HK.06806,2019/04/26,800,90.90-98.41,3.63-3.93,3.630,2.8,1手,100.0%,2.130,-11.846%,2019/04/12 - 2019/04/17,香港聯合交易所有限公司 (主板),證券,H股,"150,240,000 (6%)",工銀國際融資有限公司、高盛(亞洲)有限責任公司、農銀國際融資有限公司、申萬宏源融資(香港)有限公司、,工銀國際融資有限公司,高盛(亞洲)有限責任公司,農銀國際融資有限公司,申萬宏源融資(香港)有限公司,,150240000.0,6.0,1,9089520000.0,9089778625.954197,3.8,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.846
106,HK.01545,2019/04/25,10000,6.00-7.80,0.30-0.39,0.300,54.9,90手,50.0%,0.122,-10.000%,2019/04/11 - 2019/04/16,香港聯合交易所有限公司 (主板),家具及家居用品,其他,"200,000,000 (40%)",西證(香港)融資有限公司、,西證(香港)融資有限公司,,,,,200000000.0,40.0,90,150000000.0,600000000.0,55.9,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0
107,HK.03321,2019/04/23,2500,7.00-9.00,1.40-1.80,1.400,6.9,8手,16.0%,0.890,-0.714%,2019/03/29 - 2019/04/08,香港聯合交易所有限公司 (主板),建築及裝修,其他,"25,000,000 (20%)",紅日資本有限公司、,紅日資本有限公司,,,,,25000000.0,20.0,8,175000000.0,700000000.0,7.9,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.714
108,HK.02660,2019/04/16,2000,11.20-13.20,1.12-1.32,1.230,46.5,30手,50.0%,0.670,+30.894%,2019/04/03 - 2019/04/09,香港聯合交易所有限公司 (主板),電子商貿及互聯網服務,其他,"54,000,000 (30%)",國泰君安融資有限公司、,國泰君安融資有限公司,,,,,54000000.0,30.0,30,221400000.0,1229999999.9999998,47.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.894
109,HK.02718,2019/04/03,1000,22.40-33.60,3.06,3.060,-0.889,1手,100.0%,0.930,-9.477%,2019/03/14 - 2019/03/19,香港聯合交易所有限公司 (主板),其他金融,H股,"5,909,000 (1.11%)",瑞士信貸(香港)有限公司、中國國際金融香港證券有限公司、,瑞士信貸(香港)有限公司,中國國際金融香港證券有限公司,,,,5909000.0,1.11,1,1628967567.5675673,3360000000.0,0.11099999999999999,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.477
110,HK.01797,2019/03/28,500,85.00-101.45,9.30-11.10,10.200,8.2,1手,100.0%,19.980,0.000%,2019/03/15 - 2019/03/20,香港聯合交易所有限公司 (主板),其他支援服務,其他,"16,452,000 (10%)",花旗環球金融亞洲有限公司、摩根士丹利亞洲有限公司、中國國際金融香港證券有限公司、,花旗環球金融亞洲有限公司,摩根士丹利亞洲有限公司,中國國際金融香港證券有限公司,,,16452000.0,10.0,1,1678104000.0,9322432432.432432,9.2,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,HK.06185,2019/03/28,200,27.86-29.19,21.00-22.00,22.000,89.8,1手,100.0%,48.900,+57.727%,2019/03/18 - 2019/03/21,香港聯合交易所有限公司 (主板),生物科技,H股,"22,899,600 (37.12%)",摩根士丹利亞洲有限公司、中信里昂證券資本市場有限公司、,摩根士丹利亞洲有限公司,中信里昂證券資本市場有限公司,,,,22899600.0,37.12,1,1357196120.6896553,2919000000.0,90.8,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.727
112,HK.01865,2019/03/27,4000,5.06-5.98,0.55-0.65,0.550,26.0,20手,50.0%,1.130,+20.000%,2019/03/14 - 2019/03/19,香港聯合交易所有限公司 (主板),基建,其他,"69,000,000 (30%)",富強金融資本有限公司、,富強金融資本有限公司,,,,,69000000.0,30.0,20,126500000.00000001,506000000.0000001,27.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
113,HK.06819,2019/03/27,500,23.91-32.32,5.32-7.19,5.350,-0.41500000000000004,1手,100.0%,4.860,-2.617%,2019/03/18 - 2019/03/21,香港聯合交易所有限公司 (主板),其他支援服務,其他,"4,736,500 (5.85%)",中信里昂證券資本市場有限公司、,中信里昂證券資本市場有限公司,,,,,4736500.0,5.85,1,433167094.017094,2404895688.4561887,0.585,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.617
114,HK.08537,2019/03/27,10000,2.25-2.55,0.30-0.34,0.300,102.7,90手,14.0%,0.163,+35.000%,2019/03/15 - 2019/03/20,香港聯合交易所有限公司 (創業板),鐘錶珠寶,其他,"37,500,000 (20%)",南華融資有限公司、,南華融資有限公司,,,,,37500000.0,20.0,90,56250000.0,224999999.99999997,103.7,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
115,HK.02682,2019/03/18,4000,5.00-6.00,0.50-0.60,0.500,6.043000000000001,1手,100.0%,0.136,-44.000%,2019/03/04 - 2019/03/11,香港聯合交易所有限公司 (主板),航運及港務,其他,"176,068,000 (70.43%)",大有融資有限公司、,大有融資有限公司,,,,,176068000.0,70.43,1,124995030.52676415,500000000.0,7.043000000000001,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0
116,HK.03662,2019/03/18,1000,24.36-30.10,3.48-4.30,3.660,5.2,1手,100.0%,6.040,+21.585%,2019/02/28 - 2019/03/05,香港聯合交易所有限公司 (主板),物業管理及代理,其他,"17,500,000 (10%)",國泰君安融資有限公司、中泰國際融資有限公司、,國泰君安融資有限公司,中泰國際融資有限公司,,,,17500000.0,10.0,1,640500000.0,2562000000.0000005,6.2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.585
117,HK.01563,2019/03/15,3000,12.60-25.05,0.84-1.67,0.850,0.1,1手,100.0%,1.260,-2.353%,2019/02/28 - 2019/03/05,香港聯合交易所有限公司 (主板),其他金融,其他,"49,500,000 (10%)",信達國際融資有限公司、,信達國際融資有限公司,,,,,49500000.0,10.0,1,420750000.0,1275000000.0000002,1.1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.353
118,HK.01891,2019/03/15,4000,5.00-6.20,0.50-0.62,0.500,205.6,15手,50.0%,0.171,-26.000%,2019/02/27 - 2019/03/04,香港聯合交易所有限公司 (主板),有色金屬,其他,"125,000,000 (50%)",申萬宏源融資(香港)有限公司、,申萬宏源融資(香港)有限公司,,,,,125000000.0,50.0,15,125000000.0,500000000.0,206.6,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0
119,HK.01907,2019/03/15,1000,110.40-127.20,2.76-3.18,2.800,0.2,1手,100.0%,2.510,0.000%,2019/02/28 - 2019/03/05,香港聯合交易所有限公司 (主板),化工產品,其他,"60,000,000 (10%)",國泰君安融資有限公司、,國泰君安融資有限公司,,,,,60000000.0,10.0,1,1680000000.0,11200000000.0,1.2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,HK.03316,2019/03/15,500,14.40-18.67,5.40-7.00,6.960,6.1,1手,100.0%,7.070,+5.172%,2019/02/28 - 2019/03/08,香港聯合交易所有限公司 (主板),物業管理及代理,其他,"6,670,000 (10%)",中信里昂證券資本市場有限公司、,中信里昂證券資本市場有限公司,,,,,6670000.0,10.0,1,464232000.0,1856331428.5714288,7.1,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.172
121,HK.08096,2019/03/15,5000,2.00-3.50,0.40-0.70,0.700,145.2,80手,50.0%,0.115,-32.143%,2019/02/27 - 2019/03/04,香港聯合交易所有限公司 (創業板),餐飲,其他,"62,500,000 (50%)",富比資本有限公司、,富比資本有限公司,,,,,62500000.0,50.0,80,87500000.0,350000000.0,146.2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.143
122,HK.01917,2019/03/14,10000,9.20-11.50,0.40-0.50,0.410,440.7,45手,20.0%,0.200,+53.659%,2019/02/28 - 2019/03/05,香港聯合交易所有限公司 (主板),廣告,其他,"98,900,000 (50%)",中信建投(國際)融資有限公司、,中信建投(國際)融資有限公司,,,,,98900000.0,50.0,45,81098000.0,943000000.0,441.7,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.659
123,HK.01158,2019/03/11,200,9.36-14.04,13.37-20.05,16.500,0.5,1手,100.0%,15.300,+2.303%,2019/02/26 - 2019/03/01,香港聯合交易所有限公司 (主板),酒店及度假村,H股,"7,000,000 (10%)",中國銀河國際證券(香港)有限公司、交銀國際(亞洲)有限公司、,中國銀河國際證券(香港)有限公司,交銀國際(亞洲)有限公司,,,,7000000.0,10.0,1,1155000000.0,1155411471.3216956,1.5,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.303
124,HK.01902,2019/03/06,2000,28.34-35.14,2.00-2.48,2.380,-0.5900000000000001,1手,100.0%,2.370,0.000%,2019/02/22 - 2019/02/27,香港聯合交易所有限公司 (主板),地產發展,其他,"14,486,000 (4.1%)",工銀國際融資有限公司、,工銀國際融資有限公司,,,,,14486000.0,4.1,1,840894634.1463414,3372306451.6129036,0.4099999999999999,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,HK.02108,2019/03/06,4000,5.20-6.00,0.65-0.75,0.750,15.4,15手,45.0%,0.240,-10.667%,2019/02/21 - 2019/02/26,香港聯合交易所有限公司 (主板),餐飲,其他,"60,000,000 (30%)",香江資本有限公司、,香江資本有限公司,,,,,60000000.0,30.0,15,150000000.0,600000000.0,16.4,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.667
